,Unnamed: 0,title_id,title,start_year,rating,votes,genres
28,28,tt15475608,Olaf Presents,2021,7.2,2839,"Animation,Comedy,Family"
29,29,tt2388725,Paperman,2012,8.2,33342,"Animation,Comedy,Family"
30,30,tt16026492,Pixar 2021 Disney+ Day Special,2021,5.3,52,"Documentary,Short"
31,31,tt15740268,Spin,2021,7.8,14,"Action,Adventure,Animation"
32,32,tt12969826,Spin,2021,5.9,836,"Comedy,Family,Music"
33,33,tt13681768,Spin,2021,9.2,12,"Drama,Romance,Short"
34,34,tt2112281,Tangled Ever After,2012,7.6,17554,"Adventure,Animation,Comedy"
35,35,tt1827536,The Ballad of Nessie,2011,6.9,2056,"Adventure,Animation,Comedy"
36,36,tt0816562,The Little Matchgirl,2006,7.8,4735,"Animation,Drama,Family"
37,37,tt16022750,The Making of Happier Than Ever: A Love Letter to Los Angeles,2021,7.4,70,Documentary
38,38,tt15829632,The Simpsons in Plusaversary,2021,5.0,1158,"Animation,Comedy,Short"
39,39,tt15715890,Under the Helmet: The Legacy of Boba Fett,2021,7.2,1400,Documentary
40,40,tt2846384,Alvin and the Chipmunks: Chipwrecked,2011,3.7,37,"Animation,Family,Music"
41,41,tt1615918,Alvin and the Chipmunks: Chipwrecked,2011,4.3,35053,"Adventure,Animation,Comedy"
42,42,tt3486392,Jingle All the Way 2,2014,3.8,2456,"Comedy,Family"
43,43,tt1079448,Snow Buddies,2008,5.0,4127,"Adventure,Family"
44,44,tt1336289,Space Buddies,2009,8.8,7,Family
45,45,tt1164647,Space Buddies,2009,4.2,2749,"Adventure,Family,Fantasy"
46,46,tt1544572,The Search for Santa Paws,2010,5.3,2771,"Adventure,Drama,Family"
47,47,tt2015544,X-Men: First Class,2011,3.5,7,"Comedy,Short"
48,48,tt1270798,X-Men: First Class,2011,7.7,682026,"Action,Adventure,Sci-Fi"
49,49,tt1951704,X-Men: First Class,2011,5.5,13,"Comedy,Short"
50,50,tt3112268,X-Men: First Class,2011,6.7,9,"Comedy,Talk-Show"
51,51,tt7181320,Photo Ark,2017,8.2,61,Documentary
52,52,tt15681488,Storm Rising,2021,7.8,70,Reality-TV
53,53,tt15111904,Bob Ballard: An Explorer's Life,2020,6.8,25,Documentary
54,54,tt2097298,"McFarland, USA",2015,7.4,38558,"Biography,Drama,Sport"
55,55,tt0394306,Rookie of the Year,1992,6.0,163,"Action,Adventure,Crime"
56,56,tt0107985,Rookie of the Year,1993,6.0,28116,"Comedy,Family,Fantasy"
57,57,tt0111419,Thumbelina,1994,6.2,17099,"Adventure,Animation,Family"
58,58,tt2020114,Thumbelina,1993,7.9,20,"Adventure,Animation,Family"
59,59,tt2575984,Thumbelina,1993,6.0,26,"Animation,Fantasy"
60,60,tt4148744,PJ Masks,2015,5.4,1232,"Action,Adventure,Animation"
61,61,tt14232200,The Wild Life of Dr. Ole,2021,8.5,21,Reality-TV
62,62,tt12286434,Just Beyond,2021,6.1,1444,"Comedy,Drama,Fantasy"
63,63,tt13528684,Secrets of the Zoo: North Carolina,2020,7.8,41,Reality-TV
64,64,tt13897634,The Wizard of Paws,2020,9.3,37,Family
65,65,tt15470224,Mickey's Tale of Two Witches,2021,6.7,99,"Action,Adventure,Animation"
66,66,tt14602326,Muppets Haunted Mansion,2021,6.4,6284,"Adventure,Comedy,Family"
67,67,tt15534640,The Most Magical Story on Earth: 50 Years of Walt Disney World,2021,7.4,106,"Documentary,Music,Musical"
68,68,tt13464350,Under Wraps,2021,4.7,777,"Family,Fantasy"
69,69,tt15428794,Among the Stars,2021,7.8,232,Documentary
70,70,tt15044038,Black Widow,2021,7.9,36,"Comedy,Talk-Show"
71,71,tt15074206,Black Widow,2021,6.7,26,Comedy
72,72,tt14960344,Black Widow,2021,7.8,391,"Action,Fantasy,Sci-Fi"
73,73,tt3480822,Black Widow,2021,6.7,354407,"Action,Adventure,Sci-Fi"
74,74,tt14960220,Black Widow,2021,7.9,10,"Comedy,Talk-Show"
75,75,tt15027320,Black Widow,2021,8.0,17,Comedy
76,76,tt12190130,Black Widow,2020,8.2,686,"Crime,Drama,Thriller"
77,77,tt13984924,Fauci,2021,6.2,12361,"Biography,Documentary,History"
78,78,tt10684374,The Ghost and Molly McGee,2021,7.2,869,"Adventure,Animation,Comedy"
79,79,tt0952640,Alvin and the Chipmunks,2007,5.2,84513,"Adventure,Animation,Comedy"
80,80,tt1086771,Alvin and the Chipmunks,2007,6.1,67,"Animation,Family,Music"
81,81,tt2974918,Alvin and the Chipmunks: The Road Chip,2015,4.9,19473,"Adventure,Animation,Comedy"
82,82,tt1587310,Maleficent,2014,6.9,369411,"Adventure,Family,Fantasy"
83,83,tt5290118,Maleficent,2014,7.8,14,"Documentary,Short"
84,84,tt3767708,Maleficent,2014,6.4,15,"Comedy,Short"
85,85,tt3264268,Maleficent,2013,6.9,13,"Horror,Short"
86,86,tt4190954,Maleficent,2014,6.8,68,Comedy
87,87,tt14539670,Disney's Magic Bake-Off,2021,5.8,67,"Family,Game-Show,Reality-TV"
88,88,tt0172049,Rolie Polie Olie,1998,6.3,2885,"Animation,Comedy,Family"
89,89,tt15058696,The Hatcher Family Dairy,2021,8.9,56,Documentary
90,90,tt0096697,The Simpsons,1989,8.7,396307,"Animation,Comedy"
91,91,tt11963126,A Spark Story,2021,6.5,133,"Animation,Documentary"
92,92,tt1792131,Spooky Buddies,2011,4.5,2009,"Family,Fantasy"
93,93,tt2582846,The Fault in Our Stars,2014,7.7,369754,"Drama,Romance"
94,94,tt7223494,The Fault in Our Stars,2014,8.0,6,"Comedy,Talk-Show"
95,95,tt4060620,The Fault in Our Stars,2014,7.3,66,Comedy
96,96,tt10981266,Dog: Impossible,2019,7.6,123,Reality-TV
97,97,tt13622982,Star Wars: Visions,2021,7.0,15910,"Action,Adventure,Animation"
98,98,tt1093908,Confessions of a Shopaholic,2009,5.8,78101,"Comedy,Romance"
99,99,tt15286970,Flooded Tombs of the Nile,2021,6.5,90,Documentary
100,100,tt15153954,Nona,2021,6.8,161,"Animation,Comedy,Drama"
101,101,tt13324734,Nona,2020,6.8,26,"Adventure,Drama,Family"
102,102,tt15088994,Nona,2021,6.5,680,"Animation,Short"
103,103,tt2479026,Life Below Zero,2012,7.4,42,Documentary
104,104,tt17890420,Unknown Waters with Jeremy Wade,2021,8.6,15,Adventure
105,105,tt1298650,Pirates of the Caribbean: On Stranger Tides,2011,6.6,516829,"Action,Adventure,Fantasy"
106,106,tt3107310,Pirates of the Caribbean: On Stranger Tides,2011,7.0,9,"Comedy,Talk-Show"
107,107,tt15138592,Twenty Something,2021,7.2,187,"Animation,Comedy,Drama"
108,108,tt14023676,Twenty Something,2021,7.1,719,"Animation,Comedy,Drama"
109,109,tt12225230,"Doogie Kamealoha, M.D.",2021,6.2,2023,"Comedy,Drama,Family"
110,110,tt9357248,"Mira, Royal Detective",2020,6.6,266,"Adventure,Animation,Family"
111,111,tt0128890,Pepper Ann,1997,7.1,3652,"Animation,Comedy,Family"
112,112,tt2136396,The Incredible Dr. Pol,2011,8.5,1653,"Documentary,Reality-TV"
113,113,tt15094392,Happier Than Ever: A Love Letter to Los Angeles,2021,7.2,1312,Music
114,114,tt6565702,X-Men: Dark Phoenix,2019,5.7,181796,"Action,Adventure,Sci-Fi"
115,115,tt10975092,X-Men: Dark Phoenix,2019,7.3,47,Comedy
116,116,tt13624054,Dug Days,2021,8.1,3712,"Adventure,Animation,Comedy"
117,117,tt14728174,Cruella,2021,6.4,10,"Comedy,Talk-Show"
118,118,tt14848554,Cruella,2021,6.7,21,Comedy
119,119,tt14752382,Cruella,2021,7.9,17,Comedy
120,120,tt3228774,Cruella,2021,7.3,221894,"Adventure,Comedy,Crime"
121,121,tt0480242,Dan in Real Life,2007,6.8,102431,"Comedy,Drama,Romance"
122,122,tt14993556,Disney Princess Remixed - An Ultimate Princess Celebration,2021,5.0,66,"Documentary,Fantasy,Music"
123,123,tt3438640,Marvel One-Shot: All Hail the King,2014,7.3,10853,"Comedy,Drama,Short"
124,124,tt0467110,Underdog,2007,4.7,21576,"Action,Adventure,Comedy"
125,125,tt13049144,Life Below Zero: Next Generation,2020,5.1,225,Reality-TV
126,126,tt0902280,Eragon,2006,4.7,466,"Action,Adventure,Fantasy"
127,127,tt0449010,Eragon,2006,5.1,126073,"Action,Adventure,Family"
128,128,tt13891272,Growing Up Animal,2021,8.2,100,Documentary
129,129,tt0476458,Fantastic Four,2005,5.3,1149,"Action,Adventure,Fantasy"
130,130,tt0120667,Fantastic Four,2005,5.7,326641,"Action,Adventure,Fantasy"
131,131,tt0120903,X-Men,2000,7.3,605823,"Action,Adventure,Sci-Fi"
132,132,tt1219444,X-Men,2000,6.3,27,"Animation,Comedy,Drama"
133,133,tt10168312,What If...?,2021,7.4,101820,"Action,Adventure,Animation"
134,134,tt1482393,Beverly Hills Chihuahua 2,2011,4.2,3954,"Adventure,Comedy,Family"
135,135,tt2224075,Beverly Hills Chihuahua 3: Viva La Fiesta!,2012,4.3,2075,"Adventure,Comedy,Family"
136,136,tt0107614,Mrs. Doubtfire,1993,7.1,264631,"Comedy,Drama"
137,137,tt15083978,Cesar Millan: Better Human Better Dog,2021,8.2,114,Reality-TV
138,138,tt13932270,Built for Mars: The Perseverance Rover,2021,6.8,56,\N
139,139,tt0356634,Garfield,2004,5.0,85716,"Adventure,Animation,Comedy"
140,140,tt0468483,Garfield,2004,5.9,43,Family
141,141,tt11929804,Critter Fixers: Country Vets,2020,8.7,144,Family
142,142,tt13262134,Mickey Mouse Funhouse,2021,4.9,148,"Adventure,Animation,Comedy"
143,143,tt14598810,Turning the Tables with Robin Roberts,2021,5.6,43,Talk-Show
144,144,tt13161852,Shark vs. Surfer,2020,6.8,17,Documentary
145,145,tt12820178,Shark vs. Whale,2020,5.3,32,Documentary
146,146,tt11069436,Behind the Attraction,2021,7.7,779,Documentary
147,147,tt11547014,Turner & Hooch,2021,6.5,3526,"Comedy,Crime,Drama"
148,148,tt13130602,Secrets of the Bull Shark,2020,5.7,7,Documentary
149,149,tt14811706,Shark Attack Files,2021,6.0,23,Documentary
150,150,tt14811754,Shark Attack Investigation: The Paige Winter Story,2021,6.4,22,Documentary
151,151,tt1389137,We Bought a Zoo,2011,7.1,142667,"Comedy,Drama,Family"
152,152,tt1934818,So Random!,2011,4.5,2387,"Comedy,Family,Musical"
153,153,tt0434215,Flicka,2006,6.0,7995,"Adventure,Drama,Family"
154,154,tt14811196,Orca vs. Great White,2021,5.3,77,Documentary
155,155,tt14791580,Rogue Shark?,2021,6.9,33,Documentary
156,156,tt12833014,Shark Beach with Chris Hemsworth,2021,6.6,289,Documentary
157,157,tt14811278,Shark Gangs,2021,6.5,30,Documentary
158,158,tt3097686,When Sharks Attack,2013,6.7,100,Documentary
159,159,tt14760138,Breaking Bobby Bones,2021,7.1,54,Documentary
160,160,tt8610082,Monsters at Work,2021,7.0,6576,"Adventure,Animation,Comedy"
161,161,tt0108037,The Sandlot,1993,7.8,89537,"Comedy,Drama,Family"
162,162,tt0418131,The Sandlot 2,2005,4.5,5381,"Comedy,Family,Sport"
163,163,tt0092513,Adventures in Babysitting,1987,6.9,43565,"Adventure,Comedy,Crime"
164,164,tt11875316,The Mysterious Benedict Society,2021,7.6,3727,"Action,Adventure,Comedy"
165,165,tt11146690,Wolfgang,2021,6.9,377,"Biography,Documentary"
166,166,tt13858416,Dino Ranch,2021,6.1,113,"Adventure,Animation,Comedy"
167,167,tt14830850,Luca,2021,7.9,1186,Talk-Show
168,168,tt12801262,Luca,2021,7.4,151059,"Adventure,Animation,Comedy"
169,169,tt11317124,Luca,2020,8.3,6,"Drama,Short"
170,170,tt14941050,Luca,2021,6.8,21,Comedy
171,171,tt10214754,Luca,2020,7.0,214,"Crime,Drama,Thriller"
172,172,tt14864632,Luca,2021,7.0,8,"Comedy,Talk-Show"
173,173,tt4191054,Strange Magic,2015,5.7,11105,"Adventure,Animation,Comedy"
174,174,tt3962100,Strange Magic,2015,7.3,358,"Drama,Fantasy,Mystery"
175,175,tt0395699,The Pacifier,2005,5.6,93686,"Action,Comedy,Drama"
176,176,tt12372034,Zenimation,2020,7.4,426,"Animation,Family,Short"
177,177,tt15125758,Loki,2021,8.1,12,Comedy
178,178,tt9140554,Loki,2021,8.2,285880,"Action,Adventure,Fantasy"
179,179,tt12098538,Loki,2020,7.4,56,"News,Short"
180,180,tt15201914,Loki,2021,6.5,25,Comedy
181,181,tt14402704,Loki,2021,7.9,451,"Action,Fantasy,Sci-Fi"
182,182,tt14168012,Raya and the Last Dragon,2021,8.6,5,Talk-Show
183,183,tt14294496,Raya and the Last Dragon,2021,7.2,22,Comedy
184,184,tt5109280,Raya and the Last Dragon,2021,7.3,143572,"Action,Adventure,Animation"
185,185,tt14158982,Raya and the Last Dragon,2021,6.4,7,"Comedy,Talk-Show"
186,186,tt0485985,Red Tails,2012,5.9,35503,"Action,Drama,History"
187,187,tt2360135,Red Tails,2012,7.9,56,"Comedy,Talk-Show"
188,188,tt14062858,Us Again,2021,7.8,6473,"Animation,Drama,Family"
189,189,tt11872560,Us Again,2020,6.1,74,"Drama,Romance"
190,190,tt13912496,American Eid,2021,7.0,191,"Drama,Short"
191,191,tt7678620,Bluey,2018,9.7,6824,"Animation,Family"
192,192,tt14475480,Dinner Is Served,2021,6.1,156,"Drama,Short"
193,193,tt14475492,Growing Fangs,2021,6.3,148,"Drama,Short"
194,194,tt15090776,Growing Fangs,2021,6.4,56,Short
195,195,tt14475518,Let's Be Tigers,2021,7.0,139,"Drama,Short"
196,196,tt14475504,The Last of the Chupacabras,2021,6.0,151,"Drama,Short"
197,197,tt14475526,The Little Prince(ss),2021,7.4,314,"Drama,Short"
198,198,tt12433310,Fury Files,2012,5.5,24,"Action,Adventure,Animation"
199,199,tt5270356,Ice Road Rescue,2015,7.9,248,"Documentary,Reality-TV"
200,200,tt3120408,Tinker Bell and the Legend of the NeverBeast,2014,7.1,8692,"Adventure,Animation,Family"
201,201,tt0069627,Schoolhouse Rock!,1973,8.2,3934,"Animation,Family,Musical"
202,202,tt10370752,Race to the Center of the Earth,2021,6.4,204,"Adventure,Game-Show,Reality-TV"
203,203,tt1124354,Special Agent Oso,2009,5.1,612,"Action,Adventure,Animation"
204,204,tt0376994,X-Men: The Last Stand,2006,6.6,509758,"Action,Adventure,Sci-Fi"
205,205,tt0115215,The Incredible Hulk,1996,6.7,3304,"Action,Adventure,Animation"
206,206,tt1027810,Fantastic Four: Rise of the Silver Surfer,2007,5.5,673,"Action,Adventure,Fantasy"
207,207,tt2252938,Wander Over Yonder,2013,7.2,4236,"Adventure,Animation,Comedy"
208,208,tt0103262,Wild Hearts Can't Be Broken,1991,7.1,5313,"Drama,Family,Romance"
209,209,tt14578676,Star Wars Biomes,2021,6.4,676,"Sci-Fi,Short"
210,210,tt14578626,Star Wars Vehicle Flythroughs,2021,6.2,329,Sci-Fi
211,211,tt4655360,The Bad Batch,2020,8.2,3999,"Action,Adventure,Animation"
212,212,tt8827164,Spider-Man,1994,7.3,41,"Action,Adventure,Fantasy"
213,213,tt14499632,22 vs. Earth,2021,6.5,4109,"Adventure,Animation,Comedy"
214,214,tt5531466,DuckTales,2017,8.2,9512,"Action,Adventure,Animation"
215,215,tt5687574,DuckTales,2016,8.4,5,\N
216,216,tt0109190,Baby's Day Out,1994,6.1,50431,"Adventure,Comedy,Crime"
217,217,tt13237134,Being the Queen,2020,6.2,72,Documentary
218,218,tt2794380,Liv and Maddie,2013,6.3,8504,"Comedy,Drama,Family"
219,219,tt12824750,Secrets of the Whales,2021,8.5,590,"Adventure,Documentary"
220,220,tt11238096,Big Shot,2021,7.5,3751,"Comedy,Drama,Sport"
221,221,tt14260676,Earth Moods,2021,8.0,169,"Adventure,Documentary"
222,222,tt2034767,Rio,2011,6.8,16,"Action,Family,Music"
223,223,tt1436562,Rio,2011,6.9,223727,"Adventure,Animation,Comedy"
224,224,tt6811018,The Kid Who Would Be King,2019,6.1,16697,"Action,Adventure,Family"
225,225,tt1791658,Treasure Buddies,2012,4.3,1899,"Comedy,Family"
226,226,tt0111701,White Fang 2: Myth of the White Wolf,1994,5.4,2329,"Adventure,Family"
227,227,tt3249810,Cesar Millan: The Real Story,2012,6.9,69,"Biography,Documentary"
228,228,tt4715134,Future-Worm!,2015,5.1,259,"Animation,Comedy,Family"
229,229,tt1600757,Kick Buttowski: Suburban Daredevil,2010,6.6,5039,"Action,Adventure,Animation"
230,230,tt0113755,Man of the House,1995,5.2,9672,"Comedy,Family"
231,231,tt0102404,Mark Twain and Me,1991,6.9,168,"Biography,Drama"
232,232,tt0111271,Squanto: A Warrior's Tale,1994,6.0,1267,"Adventure,Biography,Drama"
233,233,tt0089110,Ewoks: The Battle for Endor,1985,5.4,9755,"Adventure,Family,Fantasy"
234,234,tt0406419,Higglytown Heroes,2004,4.8,545,"Animation,Family"
235,235,tt0477347,Night at the Museum,2006,6.4,340737,"Adventure,Comedy,Family"
236,236,tt1053810,The Big Year,2011,6.2,45020,Comedy
237,237,tt12812506,The Last Ice,2020,7.4,95,Documentary
238,238,tt5486088,Walk the Prank,2016,3.7,471,"Comedy,Reality-TV"
239,239,tt0377981,Gnomeo & Juliet,2011,5.9,55649,"Adventure,Animation,Comedy"
240,240,tt3824018,Pickle and Peanut,2015,3.9,1499,"Adventure,Animation,Comedy"
241,241,tt7939768,The Mighty Ducks: Game Changers,2021,7.4,4570,"Comedy,Drama,Sport"
242,242,tt10389464,Mexico Untamed,2018,7.3,22,Documentary
243,243,tt1935859,Miss Peregrine's Home for Peculiar Children,2016,6.7,169348,"Adventure,Drama,Family"
244,244,tt7244686,Miss Peregrine's Home for Peculiar Children,2016,7.0,7,"Comedy,Talk-Show"
245,245,tt14017018,Own the Room,2021,6.4,227,Documentary
246,246,tt0455499,Garfield: A Tail of Two Kitties,2006,5.0,42685,"Adventure,Animation,Comedy"
247,247,tt13845582,Mickey Go Local,2019,5.7,59,"Animation,Comedy,Short"
248,248,tt10761742,Okavango: River of Dreams,2019,8.3,105,Documentary
249,249,tt1571313,Pair of Kings,2010,5.7,4066,"Comedy,Family,Fantasy"
250,250,tt10329642,Secrets of Sulphur Springs,2021,7.6,2772,"Adventure,Drama,Family"
251,251,tt0452598,Cheaper by the Dozen 2,2005,5.5,58572,"Adventure,Comedy,Family"
252,252,tt8521736,Flora & Ulysses,2021,6.2,5977,"Adventure,Comedy,Family"
253,253,tt2262227,The Book of Life,2014,7.2,70425,"Adventure,Animation,Comedy"
254,254,tt0074028,The Muppet Show,1976,8.4,24353,"Comedy,Family,Music"
255,255,tt12583300,Marvel Battleworld: Mystery of the Thanostones,2020,5.9,86,"Action,Animation"
256,256,tt13885628,Marvel's Behind the Mask,2021,6.4,432,Documentary
257,257,tt1414382,You Again,2010,5.7,51886,"Comedy,Romance"
258,258,tt13009970,Expedition Everest,2020,6.6,129,Documentary
259,259,tt10833270,Upside-Down Magic,2020,5.3,1501,"Family,Fantasy"
260,260,tt0101081,Dinosaurs,1991,7.5,18864,"Comedy,Family,Fantasy"
261,261,tt13634444,Pixar Popcorn,2021,6.6,1947,"Animation,Comedy,Family"
262,262,tt8558972,Wild Uganda,2018,7.3,17,Documentary
263,263,tt8265568,Isle of Dogs,2018,7.0,10,"Comedy,Talk-Show"
264,264,tt5104604,Isle of Dogs,2018,7.8,164003,"Adventure,Animation,Comedy"
265,265,tt5028340,Mary Poppins Returns,2018,6.7,86826,"Adventure,Comedy,Family"
266,266,tt9397920,Mary Poppins Returns,2018,7.4,18,Talk-Show
267,267,tt11742118,WandaVision,2020,7.4,59,"News,Short"
268,268,tt14182462,WandaVision,2021,8.6,12,"Comedy,Talk-Show"
269,269,tt9140560,WandaVision,2021,7.9,293953,"Action,Comedy,Drama"
270,270,tt13846912,WandaVision,2021,7.5,1026,Talk-Show
271,271,tt14201938,WandaVision,2021,7.5,19,Comedy
272,272,tt14249086,WandaVision,2021,7.0,32,Comedy
273,273,tt11138524,Disney Fam Jam,2020,5.5,28,Biography
274,274,tt3411444,Ferdinand,2017,6.7,56023,"Adventure,Animation,Comedy"
275,275,tt7772478,Ferdinand,2017,7.2,7,"Comedy,Talk-Show"
276,276,tt5828074,Mega Hammerhead,2016,6.5,79,Documentary
277,277,tt19120100,Burrow,2020,7.4,52,Short
278,278,tt13167288,Burrow,2020,7.4,6075,"Animation,Comedy,Drama"
279,279,tt11170862,Cosmos: Possible Worlds,2020,9.1,6077,Documentary
280,280,tt0273799,Max Keeble's Big Move,2001,5.4,8113,"Comedy,Crime,Family"
281,281,tt2948372,Soul,2020,8.0,311093,"Adventure,Animation,Comedy"
282,282,tt10613002,Soul,2019,6.0,782,"Drama,Horror,Mystery"
283,283,tt13225430,Soul,2020,7.3,64,Talk-Show
284,284,tt12053202,Arendelle Castle Yule Log,2019,4.8,124,Animation
285,285,tt12794742,Buried Truth of the Maya,2019,5.5,138,Documentary
286,286,tt13496400,Dory's Reef Cam,2020,3.4,262,"Adventure,Animation,Comedy"
287,287,tt3144132,Into the Woods,2013,7.6,144,"Comedy,Crime,Drama"
288,288,tt2180411,Into the Woods,2014,5.9,140261,"Adventure,Comedy,Drama"
289,289,tt11097576,On Pointe,2020,7.7,353,Documentary
290,290,tt14072300,Wild Nordic,2019,7.3,44,Documentary
291,291,tt13522634,Disney Holiday Magic Quest,2020,6.3,35,\N
292,292,tt13290168,High School Musical: The Musical: The Holiday Special,2020,5.5,366,"Comedy,Drama,Musical"
293,293,tt9167490,Ralph Breaks the Internet,2018,7.0,166,Talk-Show
294,294,tt5848272,Ralph Breaks the Internet,2018,7.0,155431,"Adventure,Animation,Comedy"
295,295,tt9335792,Ralph Breaks the Internet,2018,7.8,15,Comedy
296,296,tt10649016,Safety,2020,6.8,3873,"Biography,Drama,Sport"
297,297,tt7369716,Safety,2019,7.1,168,"Drama,Short"
298,298,tt10525806,Safety,2019,8.1,670,"Crime,Drama"
299,299,tt9799870,Anastasia,1996,2.1,29,"Animation,Short"
300,300,tt2060477,Anastasia,1997,6.9,39,Animation
301,301,tt0118617,Anastasia,1997,7.1,121764,"Adventure,Animation,Drama"
302,302,tt1125856,Anastasia,1997,4.8,176,"Animation,Family"
303,303,tt11681250,Godmothered,2020,6.1,12261,"Comedy,Drama,Family"
304,304,tt10644346,Man vs. Shark,2019,6.2,55,Documentary
305,305,tt12745586,Mulan,2020,8.0,8,"Comedy,Talk-Show"
306,306,tt4566758,Mulan,2020,5.7,144533,"Action,Adventure,Drama"
307,307,tt12630458,Mulan,2020,6.7,23,"Comedy,Fantasy"
308,308,tt13027892,Mulan,2020,6.9,11,"Comedy,Talk-Show"
309,309,tt0405325,Sky High,2005,6.3,86253,"Action,Comedy,Family"
310,310,tt13392122,The Disney Holiday Singalong,2020,5.8,162,"Family,Music,Musical"
311,311,tt5523010,The Nutcracker and the Four Realms,2018,5.5,33163,"Adventure,Family,Fantasy"
312,312,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6.2,43964,"Comedy,Drama,Family"
313,313,tt8484160,Black Beauty,2020,6.4,3563,"Drama,Family"
314,314,tt13681410,From Our Family to Yours,2020,7.3,62,"Animation,Family,Short"
315,315,tt2802008,Once Upon a Time in Wonderland,2013,6.9,12225,"Adventure,Drama,Fantasy"
316,316,tt5492052,Party Animals,2016,6.2,6,"Game-Show,Reality-TV"
317,317,tt9168904,Bia,2019,6.7,159,"Action,Comedy,Drama"
318,318,tt4739454,Planes,2013,4.9,37,"Action,Family,Fantasy"
319,319,tt1691917,Planes,2013,5.7,44940,"Adventure,Animation,Comedy"
320,320,tt2258529,Planes,2012,8.7,21,"Drama,Short"
321,321,tt2980706,Planes: Fire & Rescue,2014,5.9,17988,"Adventure,Animation,Comedy"
322,322,tt6374794,Planes: Fire & Rescue,2014,6.8,18,Action
323,323,tt13237174,The Real Right Stuff,2020,7.2,523,Documentary
324,324,tt13089270,The Wonderful World of Mickey Mouse,2020,7.9,974,"Adventure,Animation,Comedy"
325,325,tt0099785,Home Alone,1990,7.7,553952,"Comedy,Family"
326,326,tt0104431,Home Alone 2: Lost in New York,1992,6.8,345801,"Adventure,Comedy,Crime"
327,327,tt0295319,Home Alone 2: Lost in New York,1992,5.7,352,"Action,Adventure,Comedy"
328,328,tt0119303,Home Alone 3,1997,4.5,115544,"Action,Comedy,Crime"
329,329,tt13302848,Inside Pixar,2020,7.3,612,"Documentary,Family,Short"
330,330,tt13555254,Petra: Secrets of the Ancient Builders,2019,7.3,109,"Documentary,Short"
331,331,tt0119718,Mr. Magoo,1997,4.0,15271,"Adventure,Comedy,Family"
332,332,tt1474311,Prep & Landing,2009,7.6,3354,"Adventure,Animation,Comedy"
333,333,tt2069885,Prep & Landing: Naughty vs. Nice,2011,7.3,1891,"Adventure,Animation,Comedy"
334,334,tt13845674,Disney Channel Halloween House Party,2020,6.1,9,"Comedy,Family,Musical"
335,335,tt8111088,The Mandalorian,2019,8.7,431794,"Action,Adventure,Fantasy"
336,336,tt11448082,The Mandalorian,2019,8.3,13,"Documentary,Short"
337,337,tt9572706,The Mandalorian,2019,6.9,18,"News,Short"
338,338,tt11284960,The Mandalorian,2019,6.4,28,"Comedy,News,Talk-Show"
339,339,tt1730729,The Sorcerer's Apprentice,2010,5.7,13,"Action,Fantasy"
340,340,tt0963966,The Sorcerer's Apprentice,2010,6.1,161083,"Action,Adventure,Family"
341,341,tt12988062,X-Ray Earth,2020,6.4,40,Documentary
