,Unnamed: 0,title_id,title,start_year,rating,votes,genres
32,32,tt1747551,Swamp People,2010,6.1,2413,"Action,Reality-TV"
33,33,tt5459372,Acapulco Shore,2014,2.9,140,"Reality-TV,Romance"
34,34,tt10329614,Censor,2021,6.0,13965,"Horror,Mystery"
35,35,tt14945600,Censor,2021,7.2,22,"Comedy,Talk-Show"
36,36,tt10448912,Dani Who?,2019,6.7,110,"Mystery,Sci-Fi,Thriller"
37,37,tt12528166,Out of Death,2021,3.2,4648,"Crime,Thriller"
38,38,tt0497079,The Real Housewives of Orange County,2006,4.0,3746,Reality-TV
39,39,tt0493405,CHIPS,2017,6.0,46602,"Action,Comedy,Crime"
40,40,tt9174558,Dopesick,2021,8.6,47361,Drama
41,41,tt9749020,Dopesick,2020,7.2,429,"Action,Crime,Drama"
42,42,tt2401814,The Loneliest Whale: The Search for 52,2021,6.6,320,"Adventure,Documentary"
43,43,tt11464016,Gunda,2020,7.2,2246,Documentary
44,44,tt11401452,Buried,2020,7.9,222,"Biography,Crime,Drama"
45,45,tt13616782,Buried,2021,7.4,254,"Action,Adventure,Crime"
46,46,tt15222012,Buried,2021,7.2,694,"Crime,Documentary,Mystery"
47,47,tt1583421,G.I. Joe: Retaliation,2013,5.7,180845,"Action,Adventure,Sci-Fi"
48,48,tt2378609,G.I. Joe: Retaliation,2012,8.0,5,Adventure
49,49,tt13067292,Rogue Hostage,2021,3.3,2121,"Action,Thriller"
50,50,tt12198600,Roots Less Traveled,2020,8.2,19,"Adventure,Drama,History"
51,51,tt1442550,Shark Tank,2009,7.7,9567,"Family,Game-Show,Reality-TV"
52,52,tt12287748,Yashahime: Princess Half-Demon,2020,7.1,972,"Action,Adventure,Animation"
53,53,tt11514252,Jacinta,2020,7.4,310,Documentary
54,54,tt14778806,Baker's Dozen,2021,7.2,76,"Game-Show,Reality-TV"
55,55,tt1219024,Castle,2009,8.1,159268,"Comedy,Crime,Drama"
56,56,tt1459468,The Hills Presents: Speidi's Wedding Unveiled,2009,5.4,6,Reality-TV
57,57,tt3471098,Maggie's Plan,2015,6.2,17126,"Comedy,Drama,Romance"
58,58,tt3165092,Maggie's Plan,2014,8.0,31,"Crime,Drama,Mystery"
59,59,tt11853200,The Bradshaw Bunch,2020,5.5,250,"Documentary,Reality-TV"
60,60,tt0107889,The Program,1993,6.4,10633,"Action,Drama,Romance"
61,61,tt0250797,Unfaithful,2002,6.7,88565,"Drama,Romance,Thriller"
62,62,tt0544130,Unfaithful,2002,8.2,14,"Crime,Drama,Mystery"
63,63,tt4538916,Finding Your Feet,2017,6.7,6550,"Comedy,Drama,Family"
64,64,tt0072562,Saturday Night Live,1975,8.0,48099,"Comedy,Music"
65,65,tt0118571,Air Force One,1997,6.5,193586,"Action,Drama,Thriller"
66,66,tt0248667,Ali,2001,6.7,99094,"Biography,Drama,Sport"
67,67,tt0594807,Ali,2001,6.8,73,"Documentary,Short"
68,68,tt13346006,Asylum,2020,7.6,204,"Comedy,History,News"
69,69,tt14521540,Asylum,2021,7.5,14,"Drama,Fantasy,Horror"
70,70,tt13116734,Big Sky,2020,8.1,86,Drama
71,71,tt11794642,Big Sky,2020,6.8,17316,"Crime,Drama,Mystery"
72,72,tt0068309,Boxcar Bertha,1972,6.0,9561,"Crime,Drama,Romance"
73,73,tt7715988,Cake,2018,7.5,1148,"Drama,Mystery,Romance"
74,74,tt10768172,Cake,2019,6.2,565,"Animation,Comedy"
75,75,tt1477837,Cedar Rapids,2011,6.3,37983,Comedy
76,76,tt0323572,Chasing Papi,2003,4.7,4185,"Comedy,Romance"
77,77,tt0085346,Class,1983,5.9,10862,"Comedy,Drama,Romance"
78,78,tt0109447,Clifford,1994,5.4,7717,Comedy
79,79,tt0157472,Clockstoppers,2002,5.2,14223,"Action,Adventure,Comedy"
80,80,tt0345061,Code 46,2003,6.1,20579,"Drama,Romance,Sci-Fi"
81,81,tt0112740,Crimson Tide,1995,7.3,111633,"Action,Drama,Thriller"
82,82,tt0092842,Dead of Winter,1987,6.2,4168,"Drama,Horror,Thriller"
83,83,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,6.5,30823,"Comedy,Family"
84,84,tt3006472,Edge of the World,2021,5.3,2009,"Adventure,Drama"
85,85,tt0079116,Escape from Alcatraz,1979,7.6,131757,"Action,Biography,Crime"
86,86,tt0204313,Exorcist: The Beginning,2004,5.1,36783,"Horror,Mystery,Thriller"
87,87,tt0099582,Flatliners,1990,6.5,86196,"Drama,Horror,Sci-Fi"
88,88,tt0113189,GoldenEye,1995,7.2,254589,"Action,Adventure,Thriller"
89,89,tt1038027,Happy Feet,2006,6.3,434,"Action,Adventure,Family"
90,90,tt0893106,Happy Feet,2006,6.9,27,"Documentary,Short"
91,91,tt0366548,Happy Feet,2006,6.4,183236,"Adventure,Animation,Comedy"
92,92,tt1402488,Happy Feet Two,2011,5.8,44630,"Adventure,Animation,Comedy"
93,93,tt2203801,Happy Feet Two,2011,5.8,25,"Adventure,Family,Music"
94,94,tt0093223,House of Games,1987,7.2,22374,"Crime,Thriller"
95,95,tt0110146,Intersection,1994,5.3,8383,"Drama,Romance"
96,96,tt0172726,Light It Up,1999,6.0,3739,"Drama,Thriller"
97,97,tt0079501,Mad Max,1979,6.8,204480,"Action,Adventure,Sci-Fi"
98,98,tt0363276,Madhouse,2004,5.4,6642,"Horror,Thriller"
99,99,tt5752606,Maze,2017,5.9,3287,"Crime,Drama,History"
100,100,tt5752752,Maze,2016,5.9,21,"Music,Short"
101,101,tt0119738,My Best Friend's Wedding,1997,6.3,140761,"Comedy,Drama,Romance"
102,102,tt1699755,Peeples,2013,5.3,4866,"Comedy,Romance"
103,103,tt0238546,Queen of the Damned,2002,5.2,55812,"Drama,Fantasy,Horror"
104,104,tt0089901,Remo Williams: The Adventure Begins,1985,6.4,12522,"Action,Adventure,Comedy"
105,105,tt1855325,Resident Evil: Retribution,2012,5.3,141093,"Action,Horror,Sci-Fi"
106,106,tt0128445,Rushmore,1998,7.6,183490,"Comedy,Drama,Romance"
107,107,tt0286106,Signs,2002,6.8,357899,"Drama,Mystery,Sci-Fi"
108,108,tt0108160,Sleepless in Seattle,1993,6.8,173575,"Comedy,Drama,Romance"
109,109,tt0706092,Snatch,1999,8.3,43,"Animation,Comedy,Sci-Fi"
110,110,tt0208092,Snatch,2000,8.3,838681,"Comedy,Crime"
111,111,tt0114508,Species,1995,5.8,79778,"Action,Horror,Sci-Fi"
112,112,tt0120841,Species II,1998,4.4,29290,"Action,Horror,Sci-Fi"
113,113,tt0410650,Species III,2004,4.2,9818,"Horror,Sci-Fi"
114,114,tt0844894,Species: The Awakening,2007,4.0,7105,"Action,Adventure,Horror"
115,115,tt0084726,Star Trek II: The Wrath of Khan,1982,7.7,120001,"Action,Adventure,Sci-Fi"
116,116,tt0088170,Star Trek III: The Search for Spock,1984,6.6,79943,"Action,Adventure,Sci-Fi"
117,117,tt0092007,Star Trek IV: The Voyage Home,1986,7.3,84661,"Action,Adventure,Comedy"
118,118,tt3489248,Star Trek V: The Final Frontier,1989,6.5,21,Sci-Fi
119,119,tt0098382,Star Trek V: The Final Frontier,1989,5.4,59708,"Action,Adventure,Fantasy"
120,120,tt0102975,Star Trek VI: The Undiscovered Country,1991,7.2,75196,"Action,Adventure,Sci-Fi"
121,121,tt0111280,Star Trek: Generations,1994,6.6,81402,"Action,Adventure,Mystery"
122,122,tt0120844,Star Trek: Insurrection,1998,6.4,74760,"Action,Adventure,Sci-Fi"
123,123,tt0253754,Star Trek: Nemesis,2002,6.4,78723,"Action,Adventure,Sci-Fi"
124,124,tt0079945,Star Trek: The Motion Picture,1979,6.4,89149,"Adventure,Mystery,Sci-Fi"
125,125,tt7053188,Station 19,2018,6.7,14121,"Action,Drama,Romance"
126,126,tt0256415,Sweet Home Alabama,2002,6.2,112258,"Comedy,Romance"
127,127,tt0428038,Sweet Land,2005,7.1,3939,"Drama,Romance"
128,128,tt0144096,The Extreme Adventures of Super Dave,2000,4.1,773,Comedy
129,129,tt0457939,The Holiday,2006,6.9,281098,"Comedy,Romance"
130,130,tt1392170,The Hunger Games,2012,7.2,900429,"Action,Adventure,Sci-Fi"
131,131,tt3116180,The Hunger Games,2012,6.0,7,"Comedy,Talk-Show"
132,132,tt2324161,The Hunger Games,2012,5.5,14,"Comedy,Short"
133,133,tt1951264,The Hunger Games: Catching Fire,2013,7.5,652768,"Action,Adventure,Drama"
134,134,tt0120746,The Mask of Zorro,1998,6.8,182057,"Action,Adventure,Comedy"
135,135,tt0362359,The O.C.,2003,7.5,88029,"Comedy,Drama,Romance"
136,136,tt0841032,The Perfect Holiday,2007,4.6,3119,"Comedy,Family,Fantasy"
137,137,tt0292506,The Recruit,2003,6.6,135470,"Action,Thriller"
138,138,tt0073629,The Rocky Horror Picture Show,1975,7.4,148236,"Comedy,Horror,Musical"
139,139,tt0120053,The Saint,1997,6.2,67891,"Action,Adventure,Romance"
140,140,tt0076752,The Spy Who Loved Me,1977,7.0,107476,"Action,Adventure,Thriller"
141,141,tt1111422,The Taking of Pelham 1 2 3,2009,6.4,195925,"Action,Crime,Thriller"
142,142,tt0094226,The Untouchables,1987,7.9,304294,"Crime,Drama,Thriller"
143,143,tt0942062,The Village,2004,7.6,27,"Action,Adventure,Animation"
144,144,tt0368447,The Village,2004,6.6,258310,"Drama,Mystery,Thriller"
145,145,tt2276025,The Vow,2011,7.1,18,"Drama,Short"
146,146,tt1606389,The Vow,2012,6.8,193002,"Drama,Romance"
147,147,tt0070791,Theater of Blood,1973,7.1,10954,"Comedy,Drama,Horror"
148,148,tt3995162,Total Recall,2012,3.3,24,"Drama,Short"
149,149,tt1386703,Total Recall,2012,6.2,252557,"Action,Adventure,Sci-Fi"
150,150,tt2247898,Total Recall,2012,6.8,80,"Comedy,Fantasy"
151,151,tt6527272,Unforgettable,2017,7.6,1553,"Crime,Drama,Mystery"
152,152,tt5615904,Unforgettable,2016,7.2,1412,"Drama,Romance"
153,153,tt3462710,Unforgettable,2017,5.1,15672,"Drama,Thriller"
154,154,tt1976009,Victor Frankenstein,2015,5.9,56559,"Drama,Horror,Sci-Fi"
155,155,tt7237716,Victor Frankenstein,2015,7.6,7,"Comedy,Talk-Show"
156,156,tt0473308,Waitress,2007,7.0,46583,"Comedy,Drama,Romance"
157,157,tt5528396,Within,2016,6.3,8,"Short,Thriller"
158,158,tt6290742,Wolves at the Door,2016,8.8,7,Reality-TV
159,159,tt4670016,Wolves at the Door,2016,4.4,3911,"Horror,Mystery,Thriller"
160,160,tt0804555,Wrong Turn 2: Dead End,2007,5.4,41875,"Adventure,Horror"
161,161,tt0397306,American Dad!,2005,7.4,125261,"Animation,Comedy"
162,162,tt7194764,BuzzFeed Unsolved: True Crime,2016,8.8,1585,"Comedy,Crime,Documentary"
163,163,tt12680508,Minor Premise,2020,5.9,4079,"Drama,Sci-Fi,Thriller"
164,164,tt7235466,9-1-1,2018,7.8,32107,"Action,Drama,Thriller"
165,165,tt11231280,Felix and the Hidden Treasure,2021,5.4,339,"Adventure,Animation,Family"
166,166,tt15489004,Wild Crime,2021,7.5,520,"Crime,Documentary,Mystery"
167,167,tt1561755,Bob's Burgers,2011,8.2,77504,"Animation,Comedy"
168,168,tt0182576,Family Guy,1999,8.2,328650,"Animation,Comedy"
169,169,tt11760772,Nuclear Family,2020,6.6,211,"Drama,Romance,Short"
170,170,tt15254840,Nuclear Family,2021,6.8,400,"Biography,Documentary"
171,171,tt15705752,Nuclear Family,2021,7.1,25,Documentary
172,172,tt9140632,The Great North,2021,6.5,3530,"Animation,Comedy"
173,173,tt7587890,The Rookie,2018,8.0,35988,"Crime,Drama"
174,174,tt0096697,The Simpsons,1989,8.7,396307,"Animation,Comedy"
175,175,tt3850598,BMF,2021,7.2,3406,"Biography,Crime,Drama"
176,176,tt6364492,SEC Storied,2011,7.5,23,"Documentary,Sport"
177,177,tt3599298,Gemini,2016,8.1,13,"Action,Crime,Drama"
178,178,tt5795086,Gemini,2017,5.4,5021,"Crime,Drama,Mystery"
179,179,tt6792666,Gemini,2017,5.5,30,Drama
180,180,tt0203259,Law & Order: Special Victims Unit,1999,8.1,101286,"Crime,Drama,Mystery"
181,181,tt2244495,The Eric Andre Show,2012,8.6,17520,Comedy
182,182,tt7238990,This World Alone,2018,4.9,117,Drama
183,183,tt8773094,Alter Ego,2021,5.2,108,"Crime,Thriller"
184,184,tt14706578,Alter Ego,2021,4.1,279,Reality-TV
185,185,tt6852534,Funhouse,2019,5.3,7092,"Crime,Drama,Horror"
186,186,tt8183720,Funhouse,2018,7.9,29,"Adventure,Fantasy,Game-Show"
187,187,tt9214684,Home Economics,2021,6.6,3562,Comedy
188,188,tt8595140,The Conners,2018,5.4,10157,Comedy
189,189,tt6525298,The Conners,2017,4.1,9,Comedy
190,190,tt15341442,The Croods: Family Tree,2021,6.8,2185,"Adventure,Animation,Comedy"
191,191,tt2712740,The Goldbergs,2013,8.0,36702,Comedy
192,192,tt7670568,The Masked Singer,2019,5.8,4334,"Game-Show,Music,Reality-TV"
193,193,tt12682076,The Wonder Years,2021,5.8,3801,"Comedy,Drama,Family"
194,194,tt12690356,GMA3: What You Need to Know,2020,4.8,35,"News,Talk-Show"
195,195,tt3444938,The Tonight Show Starring Jimmy Fallon,2014,7.1,17873,"Comedy,Music,Talk-Show"
196,196,tt7375124,Will & Grace,2017,6.0,11,News
197,197,tt5101410,Will & Grace,2016,8.8,179,Comedy
198,198,tt1375670,Grown Ups,2010,5.9,248176,Comedy
199,199,tt2202734,Mom,2012,7.5,42,Drama
200,200,tt2660806,Mom,2013,7.3,34418,"Comedy,Drama,Romance"
201,201,tt2313360,Mom,2013,7.8,6,"Drama,Short"
202,202,tt2669348,Mom,2013,5.5,14,Drama
203,203,tt2154785,Mom,2012,7.6,51,Comedy
204,204,tt5817158,To Tell the Truth,2016,6.3,772,"Comedy,Game-Show,Mystery"
205,205,tt14714724,Dark Side of Football,2021,5.9,80,Drama
206,206,tt0282291,Divorce Court,1999,4.2,313,"Comedy,Crime,Drama"
207,207,tt1667321,On Chesil Beach,2017,6.3,11165,"Drama,Music,Romance"
208,208,tt11655202,Riders of Justice,2020,7.5,46355,"Action,Comedy,Drama"
209,209,tt11835762,Stalker,2020,7.5,30,Talk-Show
210,210,tt11957450,Stalker,2020,5.5,511,Thriller
211,211,tt13161144,Stalker,2020,9.3,39,"Drama,Romance"
212,212,tt6605136,Stalker,2019,5.6,11,Thriller
213,213,tt9854248,Stalker,2019,3.7,20,Short
214,214,tt9729166,Stalker,2020,8.0,5664,"Drama,Horror,Thriller"
215,215,tt7542576,All About Nina,2018,6.2,2785,Drama
216,216,tt15483738,Chuck's World,2016,9.0,5,Documentary
217,217,tt9159144,Dark Side of the Ring,2019,8.7,2827,"Documentary,Drama,History"
218,218,tt7233674,Hitman: Agent 47,2015,6.3,7,"Comedy,Talk-Show"
219,219,tt2679042,Hitman: Agent 47,2015,5.7,90472,"Action,Crime,Thriller"
220,220,tt4962966,Hitman: Agent 47,2015,7.4,11,"Comedy,Talk-Show"
221,221,tt0264734,Joseph: King of Dreams,2000,6.4,12830,"Adventure,Animation,Biography"
222,222,tt14055798,Killer Cases,2020,7.0,109,Crime
223,223,tt15437980,Level Playing Field,2021,5.5,62,"Documentary,Sport"
224,224,tt5164432,"Love, Simon",2018,7.5,111980,"Comedy,Drama,Romance"
225,225,tt8106608,"Love, Simon",2018,7.3,14,"Comedy,Talk-Show"
226,226,tt4500922,Maze Runner: The Death Cure,2018,6.2,134530,"Action,Adventure,Sci-Fi"
227,227,tt7941602,Maze Runner: The Death Cure,2018,8.3,54,"Comedy,Talk-Show"
228,228,tt7965762,Maze Runner: The Death Cure,2018,7.6,8,Comedy
229,229,tt7926502,Maze Runner: The Death Cure,2018,5.3,19,"Comedy,Talk-Show"
230,230,tt11815758,The Big Leap,2021,7.4,2408,"Comedy,Drama"
231,231,tt5437928,Colette,2018,6.7,23114,"Biography,Drama,History"
232,232,tt15386860,John Bronco Rides Again,2021,6.8,102,Short
233,233,tt8042500,Y: The Last Man,2021,5.9,14018,"Action,Adventure,Drama"
234,234,tt9286908,High Ground,2020,6.5,1904,"Action,Adventure,Drama"
235,235,tt10405532,Detainee 001,2021,6.3,139,Documentary
236,236,tt10133226,Holey Moley,2019,7.0,1090,"Game-Show,Reality-TV"
237,237,tt8835850,Holey Moley,2019,7.0,38,"Action,Comedy,Family"
238,238,tt18256914,Project Bakeover,2021,8.9,9,Reality-TV
239,239,tt11420972,Salvage Kings,2019,8.2,69,Reality-TV
240,240,tt1129442,Transporter 3,2008,6.0,166125,"Action,Crime,Thriller"
241,241,tt6466524,Worst to First,2017,7.1,50,Reality-TV
242,242,tt7245030,La La Land,2016,5.4,7,"Comedy,Talk-Show"
243,243,tt3783958,La La Land,2016,8.0,567303,"Comedy,Drama,Music"
244,244,tt9113406,Wu-Tang: An American Saga,2019,8.3,7194,"Biography,Drama"
245,245,tt3315342,Logan,2017,8.1,733287,"Action,Drama,Sci-Fi"
246,246,tt6923602,Logan,2017,7.3,73,Comedy
247,247,tt6647510,Logan,2017,8.3,11,"Action,Adventure,Comedy"
248,248,tt7248070,Logan,2017,6.1,16,"Comedy,Talk-Show"
249,249,tt0136668,SportsCenter,1979,8.0,2361,"News,Sport,Talk-Show"
250,250,tt0858419,Bolden,2019,5.4,540,Drama
251,251,tt13890060,The D'Amelio Show,2021,2.4,1383,"Documentary,Reality-TV"
252,252,tt11617052,Undine,2020,6.6,6885,"Drama,Fantasy,Mystery"
253,253,tt6817944,About Endlessness,2019,6.8,6350,"Drama,Fantasy"
254,254,tt4472508,Death in Texas,2020,5.6,574,"Action,Drama"
255,255,tt1020109,Locked Up Abroad,2007,8.1,2005,"Documentary,Drama"
256,256,tt0765433,Locked Up Abroad,2006,8.4,502,Documentary
257,257,tt14701176,The Unthinkable,2021,5.8,83,Thriller
258,258,tt0090753,Blue City,1986,4.4,1220,"Action,Crime,Drama"
259,259,tt0331468,Cold Creek Manor,2003,5.0,22706,"Drama,Mystery,Thriller"
260,260,tt1263670,Crazy Heart,2009,7.2,89261,"Drama,Music,Romance"
261,261,tt0099487,Edward Scissorhands,1990,7.9,479658,"Drama,Fantasy,Romance"
262,262,tt0748775,Election,1999,7.4,334,"Comedy,Romance"
263,263,tt0126886,Election,1999,7.3,96412,"Comedy,Romance"
264,264,tt0106965,Free Willy,1993,6.0,75595,"Adventure,Drama,Family"
265,265,tt0113114,Free Willy 2: The Adventure Home,1995,5.0,18401,"Adventure,Drama,Family"
266,266,tt0119152,Free Willy 3: The Rescue,1997,4.7,10144,"Adventure,Drama,Family"
267,267,tt0087298,Friday the 13th: The Final Chapter,1984,5.9,51443,"Horror,Thriller"
268,268,tt0119177,Gattaca,1997,7.8,299476,"Drama,Sci-Fi,Thriller"
269,269,tt0091217,Hoosiers,1986,7.5,46918,"Drama,Sport"
270,270,tt1242432,I Spit on Your Grave,2010,6.2,83224,"Horror,Thriller"
271,271,tt0099850,Internal Affairs,1990,6.5,19966,"Crime,Drama,Thriller"
272,272,tt2245003,Miss You Already,2015,6.8,18752,"Comedy,Drama,Romance"
273,273,tt3298064,Mommy,2013,3.9,14,Reality-TV
274,274,tt3612616,Mommy,2014,8.0,56136,Drama
275,275,tt4941274,Mommy,2014,6.8,5,"Horror,Short"
276,276,tt2651158,Much Ado About Nothing,2012,8.0,141,"Comedy,Drama"
277,277,tt2094064,Much Ado About Nothing,2012,7.0,16673,"Comedy,Drama,Romance"
278,278,tt2822024,Much Ado About Nothing,2013,4.5,17,Comedy
279,279,tt1598822,New Year's Eve,2011,5.6,85793,"Comedy,Romance"
280,280,tt1774084,New Year's Eve,2010,8.1,477,Comedy
281,281,tt0070531,Phase IV,1974,6.5,8513,"Horror,Sci-Fi,Thriller"
282,282,tt0822847,Priest,2011,5.7,119571,"Action,Adventure,Fantasy"
283,283,tt0257044,Road to Perdition,2002,7.7,264273,"Crime,Drama,Thriller"
284,284,tt2872750,Shaun the Sheep Movie,2015,7.3,40397,"Adventure,Animation,Comedy"
285,285,tt1010048,Slumdog Millionaire,2008,8.0,834814,"Drama,Romance"
286,286,tt1291570,Solace,2015,6.4,61412,"Crime,Drama,Mystery"
287,287,tt4251330,Solace,2015,8.4,934,"Action,Drama,Sci-Fi"
288,288,tt4382980,Solace,2015,8.9,11,"Drama,Short"
289,289,tt1546169,Sucker Punch,2010,8.8,1430,"Comedy,Crime,Drama"
290,290,tt2360143,Sucker Punch,2011,7.4,55,"Comedy,Talk-Show"
291,291,tt1692655,Sucker Punch,2011,7.6,43,"Crime,Drama,Sport"
292,292,tt0978764,Sucker Punch,2011,6.0,241494,"Action,Adventure,Fantasy"
293,293,tt1897355,Sucker Punch,2011,5.0,24,Reality-TV
294,294,tt0314353,Tears of the Sun,2003,6.6,121446,"Action,Drama,Thriller"
295,295,tt1433822,The Apparition,2012,4.1,19897,"Horror,Thriller"
296,296,tt0221218,The Glass House,2001,5.8,36895,"Crime,Drama,Mystery"
297,297,tt0292407,The Glass House,2001,8.2,204,"Comedy,Talk-Show"
298,298,tt2821370,The Interview,2013,8.8,7,"Comedy,Short"
299,299,tt3552864,The Interview,2014,7.8,9,"Drama,Short"
300,300,tt3243356,The Interview,2013,9.2,14,"Drama,Short"
301,301,tt3670986,The Interview,2014,5.6,51,Comedy
302,302,tt2788710,The Interview,2014,6.5,326655,"Action,Adventure,Comedy"
303,303,tt0272020,The Last Castle,2001,6.9,78448,"Action,Drama,Thriller"
304,304,tt0368008,The Manchurian Candidate,2004,6.6,110299,"Drama,Mystery,Sci-Fi"
305,305,tt0236493,The Mexican,2001,6.1,108019,"Adventure,Comedy,Crime"
306,306,tt0431021,The Possession,2012,5.9,59915,"Horror,Mystery,Thriller"
307,307,tt0074811,The Tenant,1976,7.6,43504,"Drama,Thriller"
308,308,tt5991206,The Wedding Plan,2016,6.4,1383,"Comedy,Romance"
309,309,tt0443274,Vantage Point,2008,6.6,149853,"Action,Crime,Drama"
310,310,tt0496460,Volcano,1997,6.8,18,Documentary
311,311,tt0705981,Volcano,1997,7.7,3387,"Animation,Comedy"
312,312,tt0120461,Volcano,1997,5.5,76148,"Action,Drama,Sci-Fi"
313,313,tt12851524,Only Murders in the Building,2021,8.1,68174,"Comedy,Crime,Drama"
314,314,tt14734548,9/11: One Day in America,2021,9.3,2893,Documentary
315,315,tt10736580,Spell,2020,5.5,6815,"Horror,Thriller"
316,316,tt7643936,Super Shore,2016,4.0,21,Reality-TV
317,317,tt13382698,Trigger Point,2021,4.9,2302,"Action,Mystery,Thriller"
318,318,tt1156535,Wipeout,2008,6.6,7792,"Comedy,Family,Game-Show"
319,319,tt9588388,Earth Odyssey with Dylan Dreyer,2019,8.1,37,"Adventure,Documentary"
320,320,tt5498354,Horizon Line,2020,4.8,8851,"Action,Adventure,Drama"
321,321,tt10344522,Four Good Days,2020,6.4,6282,Drama
322,322,tt2076822,Chaos Walking,2021,5.7,45037,"Action,Adventure,Fantasy"
323,323,tt14167594,Chaos Walking,2021,8.0,9,"Comedy,Talk-Show"
324,324,tt13429362,In the Earth,2021,5.2,7880,"Horror,Mystery,Sci-Fi"
325,325,tt1844624,American Horror Story,2011,8.0,307856,"Drama,Horror,Sci-Fi"
326,326,tt1486217,Archer,2009,8.6,151288,"Action,Animation,Comedy"
327,327,tt6108178,Disobedience,2017,6.6,30350,"Drama,Romance"
328,328,tt5699812,Disobedience,2016,7.7,20,Short
329,329,tt10283902,Feral State,2020,5.4,2672,Thriller
330,330,tt13830296,Love and Monsters,2020,4.7,87,Comedy
331,331,tt2222042,Love and Monsters,2020,6.9,122207,"Action,Adventure,Comedy"
332,332,tt11301420,The Ultimate Surfer,2021,6.0,112,Sport
333,333,tt9270752,The Unusual Suspects,2021,6.7,725,"Comedy,Drama,Mystery"
334,334,tt11801184,The Unusual Suspects,2020,7.9,122,"Action,Crime,Horror"
335,335,tt2125758,Celebrity Wife Swap,2012,4.3,544,Reality-TV
336,336,tt11346322,Gossip,2021,6.4,101,Documentary
337,337,tt5212490,The Tick,1994,5.6,6,"Action,Comedy"
338,338,tt0112196,The Tick,1994,7.9,9585,"Action,Adventure,Animation"
339,339,tt0411040,Wife Swap,2004,4.5,1871,"Reality-TV,Romance"
340,340,tt0392948,Wife Swap,2003,5.0,281,"Family,Reality-TV"
341,341,tt11867884,We Broke Up,2021,4.9,1090,"Comedy,Drama"
342,342,tt10767066,Blast Beat,2020,5.0,246,Drama
343,343,tt13059918,Bettor Days,2020,7.6,10,Sport
344,344,tt8182570,Unsane,2018,6.5,9,"Comedy,Talk-Show"
345,345,tt7153766,Unsane,2018,6.4,45756,"Drama,Horror,Mystery"
346,346,tt3780132,Bachelor in Paradise,2014,5.1,1727,"Game-Show,Reality-TV,Romance"
347,347,tt6554240,Heels,2021,8.0,6470,"Drama,Sport"
348,348,tt5580266,The Hate U Give,2018,7.4,35705,"Crime,Drama"
349,349,tt0859592,Army Wives,2007,7.3,7746,"Drama,Romance,War"
350,350,tt2467372,Brooklyn Nine-Nine,2013,8.4,295927,"Comedy,Crime"
351,351,tt3172080,Brooklyn Nine-Nine,2013,5.2,11,Talk-Show
352,352,tt5475704,Dream Corp LLC,2016,7.1,961,Comedy
