,tconst,ordering,nconst,category,job,characters
635997,tt0075200,7,nm0759041,writer,"novel ""The Hound of Florence""",\N
644316,tt0076137,6,nm0022492,writer,written by,\N
644317,tt0076137,7,nm0625316,writer,written by,\N
644318,tt0076137,8,nm0119423,writer,characters created by,\N
648634,tt0076618,10,nm0027011,writer,story,\N
648642,tt0076618,8,nm0789100,writer,"suggested by ""The Rescuers"" and ""Miss Bianca"" by",\N
648643,tt0076618,9,nm0166307,writer,story,\N
662496,tt0078158,6,nm0549393,writer,written by,\N
662497,tt0078158,7,nm0450720,writer,characters,\N
675350,tt0079588,6,nm0432075,writer,written by,\N
675351,tt0079588,7,nm0122698,writer,written by,\N
686581,tt0080861,6,nm0846884,writer,written by,\N
686582,tt0080861,7,nm0119423,writer,characters creator,\N
700875,tt0082474,5,nm0665305,writer,written by,\N
700876,tt0082474,6,nm0850695,writer,written by,\N
700877,tt0082474,7,nm0432075,writer,written by,\N
700878,tt0082474,8,nm0741439,writer,written by,\N
709771,tt0083481,5,nm0548808,writer,written by,\N
709772,tt0083481,6,nm0498278,writer,creator,\N
709773,tt0083481,7,nm0456158,writer,creator,\N
709774,tt0083481,8,nm0228492,writer,creator,\N
709775,tt0083481,9,nm4631473,writer,creator: Firestar,\N
809420,tt0094739,6,nm0682752,writer,written by,\N
809421,tt0094739,7,nm0747822,writer,written by,\N
824443,tt0096438,10,nm5927608,writer,"character: Huey, Dewey, and Louie Duck",\N
824449,tt0096438,6,nm0937757,writer,"novel ""Who Censored Roger Rabbit?""",\N
824450,tt0096438,7,nm0696949,writer,screenplay,\N
824451,tt0096438,8,nm0780620,writer,screenplay,\N
824452,tt0096438,9,nm5927607,writer,"character: Huey, Dewey, and Louie Duck",\N
836072,tt0097757,10,nm3071117,writer,additional dialogue,\N
836079,tt0097757,7,nm0026153,writer,based on the fairy tale by,\N
836080,tt0097757,8,nm0039141,writer,additional dialogue,\N
836081,tt0097757,9,nm0334057,writer,additional dialogue,\N
894057,tt0104431,6,nm0000455,writer,characters,\N
894097,tt0104437,10,nm0248054,writer,screenplay,\N
894103,tt0104437,6,nm0002340,writer,characters,\N
894104,tt0104437,7,nm0951206,writer,characters,\N
894105,tt0104437,8,nm0619547,writer,characters,\N
894106,tt0104437,9,nm0329340,writer,story,\N
902424,tt0105417,6,nm0397411,writer,written by,\N
907055,tt0105958,5,nm0414551,writer,created by,\N
907056,tt0105958,6,nm0446190,writer,created by,\N
912720,tt0106611,6,nm0796848,writer,story,\N
912721,tt0106611,7,nm0006916,writer,story,\N
912722,tt0106611,8,nm0842476,writer,screenplay,\N
912723,tt0106611,9,nm0325271,writer,screenplay,\N
917033,tt0107120,6,nm0456946,writer,story,\N
917034,tt0107120,7,nm0308376,writer,story,\N
917035,tt0107120,8,nm0193854,writer,screenplay,\N
917117,tt0107131,6,nm0122484,writer,"novel ""The Incredible Journey""",\N
917118,tt0107131,7,nm0003031,writer,screenplay,\N
917119,tt0107131,8,nm0941314,writer,screenplay,\N
937378,tt0109520,6,nm0109359,writer,characters,\N
953492,tt0111419,7,nm0026153,writer,original classic fairytale,\N
968422,tt0113198,10,nm0233233,writer,additional written material,\N
968428,tt0113198,6,nm0536440,writer,story by,\N
968429,tt0113198,7,nm0558533,writer,screenplay by,\N
968430,tt0113198,8,nm0683724,writer,screenplay by,\N
968431,tt0113198,9,nm0035664,writer,additional written material,\N
973719,tt0113862,6,nm0242059,writer,written by,\N
975295,tt0114048,6,nm0606611,writer,story,\N
975296,tt0114048,7,nm0704164,writer,written by,\N
975297,tt0114048,8,nm0467942,writer,written by,\N
980743,tt0114709,10,nm0169505,writer,screenplay by,\N
980749,tt0114709,6,nm0230032,writer,original story by,\N
980750,tt0114709,7,nm0004056,writer,original story by,\N
980751,tt0114709,8,nm0710020,writer,original story by,\N
980752,tt0114709,9,nm0923736,writer,screenplay by,\N
982475,tt0114924,6,nm0838015,writer,written by,\N
982476,tt0114924,7,nm0495863,writer,written by,\N
997144,tt0116669,6,nm0218621,writer,written by,\N
997145,tt0116669,7,nm0618800,writer,written by,\N
1013482,tt0118617,10,nm0925276,writer,screenplay by,\N
1013489,tt0118617,7,nm0310319,writer,screenplay by,\N
1013490,tt0118617,8,nm0333949,writer,screenplay by,\N
1013491,tt0118617,9,nm0879318,writer,screenplay by,\N
1023074,tt0119718,6,nm0698493,writer,written by,\N
1023075,tt0119718,7,nm0792624,writer,written by,\N
1028759,tt0120363,10,nm0398763,writer,screenplay by,\N
1028767,tt0120363,8,nm0230032,writer,original story by,\N
1028768,tt0120363,9,nm0004056,writer,original story by,\N
1031040,tt0120631,6,nm0335666,writer,screenplay,\N
1031041,tt0120631,7,nm0663002,writer,screenplay,\N
1031042,tt0120631,8,nm0674518,writer,\N,\N
1091045,tt0128890,5,nm0741697,writer,created by,\N
1101187,tt0130623,10,nm0338396,writer,based on an earlier screenplay by,\N
1101194,tt0130623,7,nm0258059,writer,story,\N
1101195,tt0130623,8,nm0365666,writer,story,\N
1101196,tt0130623,9,nm0414608,writer,story,\N
1210446,tt0147800,6,nm0527581,writer,written by,\N
1210447,tt0147800,7,nm0809006,writer,written by,\N
1210448,tt0147800,8,nm0000636,writer,"play ""The Taming of the Shrew""",\N
1638788,tt0211181,10,nm0925276,writer,screenplay,\N
1638794,tt0211181,6,nm0807977,writer,"novel ""The One Hundred and One Dalmatians""",\N
1638795,tt0211181,7,nm0118649,writer,story,\N
1638796,tt0211181,8,nm0716391,writer,story,\N
1638797,tt0211181,9,nm0879318,writer,screenplay,\N
1751951,tt0230011,10,nm0951392,writer,story by,\N
1751958,tt0230011,7,nm0614742,writer,screenplay by,\N
1751959,tt0230011,8,nm0923736,writer,story by,\N
1751960,tt0230011,9,nm0007233,writer,story by,\N
1861232,tt0247638,6,nm0127690,writer,novel,\N
1861233,tt0247638,7,nm0920859,writer,screenplay,\N
1873953,tt0249677,10,nm0462164,writer,additional screenplay material by,\N
1873960,tt0249677,7,nm0609600,writer,screenplay by,\N
1873961,tt0249677,8,nm0744793,writer,screenplay by,\N
1873962,tt0249677,9,nm0737241,writer,additional screenplay material by,\N
